Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-78993,Check,29-Apr-24,,,,,,,,,,,
INV-53293,Check,13-Apr-24,,,,,,,,,,,
INV-11404,Check,3-May-24,,,,,,,,,,,
INV-68058,ACH Transfer,1-May-24,,,,,,,,,,,
INV-15130,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-98000,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-43818,Credit Card,13-Apr-24,,,,,,,,,,,
INV-31888,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-52305,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-63641,Credit Card,22-Apr-24,,,,,,,,,,,
INV-46944,Credit Card,13-Apr-24,,,,,,,,,,,
INV-68957,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-76925,ACH Transfer,2-May-24,,,,,,,,,,,
INV-38909,Check,27-Apr-24,,,,,,,,,,,
INV-63975,Check,15-Apr-24,,,,,,,,,,,
INV-77273,Check,20-Apr-24,,,,,,,,,,,
INV-67267,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-88636,Credit Card,19-Apr-24,,,,,,,,,,,
INV-70565,Credit Card,22-Apr-24,,,,,,,,,,,
INV-73682,Check,19-Apr-24,,,,,,,,,,,
INV-56388,Check,3-May-24,,,,,,,,,,,
INV-93743,Check,27-Apr-24,,,,,,,,,,,
INV-19136,Credit Card,18-Apr-24,,,,,,,,,,,
INV-45980,ACH Transfer,3-May-24,,,,,,,,,,,
INV-53374,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-98047,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-66747,Check,8-Apr-24,,,,,,,,,,,
INV-45890,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-21382,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-91637,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-88350,Check,24-Apr-24,,,,,,,,,,,
INV-56486,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-36750,Check,21-Apr-24,,,,,,,,,,,
INV-25520,Credit Card,20-Apr-24,,,,,,,,,,,
INV-30545,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-87478,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-75833,Credit Card,17-Apr-24,,,,,,,,,,,
INV-27292,Credit Card,28-Apr-24,,,,,,,,,,,
INV-89366,Credit Card,19-Apr-24,,,,,,,,,,,
INV-22465,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-47085,Check,21-Apr-24,,,,,,,,,,,
INV-83577,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-98820,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-79735,Check,3-May-24,,,,,,,,,,,
INV-77826,Check,29-Apr-24,,,,,,,,,,,
INV-19302,Wire Transfer,3-May-24,,,,,,,,,,,
INV-90094,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-85326,Check,6-May-24,,,,,,,,,,,
INV-66658,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-51529,Credit Card,6-May-24,,,,,,,,,,,
INV-83252,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-58456,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-67092,Check,7-Apr-24,,,,,,,,,,,
INV-73300,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-38333,ACH Transfer,2-May-24,,,,,,,,,,,
INV-38821,Check,6-May-24,,,,,,,,,,,
INV-81702,Credit Card,8-Apr-24,,,,,,,,,,,
INV-70364,Check,21-Apr-24,,,,,,,,,,,
INV-93018,Credit Card,29-Apr-24,,,,,,,,,,,
INV-59854,Check,9-Apr-24,,,,,,,,,,,
INV-26004,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-85026,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-81128,Check,29-Apr-24,,,,,,,,,,,
INV-25964,Wire Transfer,5-May-24,,,,,,,,,,,
INV-35578,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-28929,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-46195,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-75821,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-10640,Check,23-Apr-24,,,,,,,,,,,
INV-13274,Credit Card,10-Apr-24,,,,,,,,,,,
INV-94551,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-40703,Check,26-Apr-24,,,,,,,,,,,
INV-66777,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-79526,Credit Card,21-Apr-24,,,,,,,,,,,
INV-65459,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-40313,Check,2-May-24,,,,,,,,,,,
INV-45826,Credit Card,13-Apr-24,,,,,,,,,,,
INV-39464,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-63490,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-49037,Check,25-Apr-24,,,,,,,,,,,
INV-22565,Check,20-Apr-24,,,,,,,,,,,
INV-56270,Credit Card,13-Apr-24,,,,,,,,,,,
INV-35599,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-66294,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-67265,Credit Card,14-Apr-24,,,,,,,,,,,
INV-60020,Check,27-Apr-24,,,,,,,,,,,
INV-74765,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-20868,Wire Transfer,5-May-24,,,,,,,,,,,
INV-48452,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-48141,Credit Card,11-Apr-24,,,,,,,,,,,
INV-13511,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-72807,Check,11-Apr-24,,,,,,,,,,,
INV-94508,Check,5-May-24,,,,,,,,,,,
INV-16717,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-68661,Check,29-Apr-24,,,,,,,,,,,
INV-36924,Credit Card,1-May-24,,,,,,,,,,,
INV-21119,Credit Card,5-May-24,,,,,,,,,,,
INV-76606,Check,21-Apr-24,,,,,,,,,,,
INV-39570,Check,30-Apr-24,,,,,,,,,,,
INV-21296,Credit Card,21-Apr-24,,,,,,,,,,,
INV-93081,Wire Transfer,3-May-24,,,,,,,,,,,
INV-17892,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-24954,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-97098,Wire Transfer,5-May-24,,,,,,,,,,,
INV-74735,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-85738,Check,12-Apr-24,,,,,,,,,,,
INV-45154,Credit Card,29-Apr-24,,,,,,,,,,,
INV-57285,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-30762,ACH Transfer,4-May-24,,,,,,,,,,,
INV-49351,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-97991,Wire Transfer,4-May-24,,,,,,,,,,,
INV-59692,Check,12-Apr-24,,,,,,,,,,,
INV-37945,Check,11-Apr-24,,,,,,,,,,,
INV-87429,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-64335,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-15416,Check,10-Apr-24,,,,,,,,,,,
INV-16572,Check,2-May-24,,,,,,,,,,,
INV-29469,Check,11-Apr-24,,,,,,,,,,,
INV-56235,Credit Card,13-Apr-24,,,,,,,,,,,
INV-86517,Credit Card,26-Apr-24,,,,,,,,,,,
INV-85565,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-74491,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-27307,Check,16-Apr-24,,,,,,,,,,,
INV-41411,Check,20-Apr-24,,,,,,,,,,,
INV-72517,Check,1-May-24,,,,,,,,,,,
INV-86129,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-50465,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-55043,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-23716,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-14354,Check,18-Apr-24,,,,,,,,,,,
INV-77126,Credit Card,27-Apr-24,,,,,,,,,,,
INV-27825,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-34570,Check,22-Apr-24,,,,,,,,,,,
INV-71598,Credit Card,24-Apr-24,,,,,,,,,,,
INV-75341,Credit Card,8-Apr-24,,,,,,,,,,,
INV-15616,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-22452,Credit Card,15-Apr-24,,,,,,,,,,,
INV-71238,Wire Transfer,6-May-24,,,,,,,,,,,
INV-92178,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-79391,Wire Transfer,1-May-24,,,,,,,,,,,
INV-37442,Check,28-Apr-24,,,,,,,,,,,
INV-44960,Check,9-Apr-24,,,,,,,,,,,
INV-62370,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-75913,Check,27-Apr-24,,,,,,,,,,,
INV-18007,Check,16-Apr-24,,,,,,,,,,,
INV-71327,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-70469,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-95484,Credit Card,26-Apr-24,,,,,,,,,,,
INV-35981,Wire Transfer,5-May-24,,,,,,,,,,,
INV-51166,Credit Card,25-Apr-24,,,,,,,,,,,
INV-90705,Wire Transfer,2-May-24,,,,,,,,,,,
INV-40016,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-79653,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-26413,Credit Card,23-Apr-24,,,,,,,,,,,
INV-14797,Credit Card,14-Apr-24,,,,,,,,,,,
INV-26202,Check,10-Apr-24,,,,,,,,,,,
INV-31314,ACH Transfer,3-May-24,,,,,,,,,,,
INV-32742,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-46789,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-34138,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-27900,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-78464,Wire Transfer,3-May-24,,,,,,,,,,,
INV-78169,Check,8-Apr-24,,,,,,,,,,,
INV-78177,Check,24-Apr-24,,,,,,,,,,,
INV-88930,Credit Card,29-Apr-24,,,,,,,,,,,
INV-88157,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-33709,Credit Card,28-Apr-24,,,,,,,,,,,
INV-64156,Credit Card,22-Apr-24,,,,,,,,,,,
INV-13308,Credit Card,30-Apr-24,,,,,,,,,,,
INV-89069,Credit Card,7-Apr-24,,,,,,,,,,,
INV-84047,ACH Transfer,3-May-24,,,,,,,,,,,
INV-73789,Check,25-Apr-24,,,,,,,,,,,
INV-15718,ACH Transfer,1-May-24,,,,,,,,,,,
INV-92362,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-65050,Check,14-Apr-24,,,,,,,,,,,
INV-49100,Credit Card,12-Apr-24,,,,,,,,,,,
INV-69777,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-74757,ACH Transfer,5-May-24,,,,,,,,,,,
INV-50032,Credit Card,30-Apr-24,,,,,,,,,,,
INV-37635,Check,1-May-24,,,,,,,,,,,
INV-12335,Check,16-Apr-24,,,,,,,,,,,
INV-93760,ACH Transfer,5-May-24,,,,,,,,,,,
INV-23189,Credit Card,18-Apr-24,,,,,,,,,,,
INV-87208,Check,10-Apr-24,,,,,,,,,,,
INV-62315,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-10010,Check,8-Apr-24,,,,,,,,,,,
INV-20955,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-25720,Credit Card,19-Apr-24,,,,,,,,,,,
INV-23693,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-84517,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-93904,Credit Card,6-May-24,,,,,,,,,,,
INV-31425,Check,11-Apr-24,,,,,,,,,,,
INV-50563,Check,20-Apr-24,,,,,,,,,,,
INV-51086,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-28082,Check,4-May-24,,,,,,,,,,,
INV-21173,Check,21-Apr-24,,,,,,,,,,,
INV-50483,Credit Card,1-May-24,,,,,,,,,,,
INV-26182,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-48189,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-75495,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-63641,Check,23-Apr-24,,,,,,,,,,,
INV-25218,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-98039,Check,3-May-24,,,,,,,,,,,
INV-47006,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-92825,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-79737,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-53077,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-37924,Credit Card,22-Apr-24,,,,,,,,,,,
INV-35984,Credit Card,26-Apr-24,,,,,,,,,,,
INV-72091,ACH Transfer,4-May-24,,,,,,,,,,,
INV-65391,Check,2-May-24,,,,,,,,,,,
INV-12481,Check,29-Apr-24,,,,,,,,,,,
INV-46134,Credit Card,28-Apr-24,,,,,,,,,,,
INV-38730,Credit Card,20-Apr-24,,,,,,,,,,,
INV-43555,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-42537,Credit Card,27-Apr-24,,,,,,,,,,,
INV-95371,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-91487,Credit Card,24-Apr-24,,,,,,,,,,,
INV-83082,Credit Card,15-Apr-24,,,,,,,,,,,
INV-46055,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-16065,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-21143,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-65759,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-92532,Credit Card,20-Apr-24,,,,,,,,,,,
INV-48672,Credit Card,4-May-24,,,,,,,,,,,
INV-25689,Credit Card,1-May-24,,,,,,,,,,,
INV-80046,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-69778,Check,16-Apr-24,,,,,,,,,,,
INV-39543,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-90428,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-67932,Credit Card,25-Apr-24,,,,,,,,,,,
INV-91914,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-87515,ACH Transfer,6-May-24,,,,,,,,,,,
INV-31489,Check,4-May-24,,,,,,,,,,,
INV-18144,Check,10-Apr-24,,,,,,,,,,,
INV-82737,Check,4-May-24,,,,,,,,,,,
INV-78671,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-45793,Credit Card,23-Apr-24,,,,,,,,,,,
INV-62236,Credit Card,12-Apr-24,,,,,,,,,,,
INV-53311,Check,14-Apr-24,,,,,,,,,,,
INV-12603,Credit Card,1-May-24,,,,,,,,,,,
INV-30702,Credit Card,19-Apr-24,,,,,,,,,,,
INV-57017,ACH Transfer,5-May-24,,,,,,,,,,,
INV-56374,Credit Card,12-Apr-24,,,,,,,,,,,
INV-86755,ACH Transfer,2-May-24,,,,,,,,,,,
INV-97114,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-28316,Check,4-May-24,,,,,,,,,,,
INV-93289,Credit Card,18-Apr-24,,,,,,,,,,,
INV-17187,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-66085,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-31660,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-45051,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-57349,Credit Card,14-Apr-24,,,,,,,,,,,
INV-24121,Credit Card,16-Apr-24,,,,,,,,,,,
INV-21693,Credit Card,13-Apr-24,,,,,,,,,,,
INV-16752,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-70501,Check,7-Apr-24,,,,,,,,,,,
INV-78397,Check,18-Apr-24,,,,,,,,,,,
INV-78724,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-64712,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-84597,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-51785,Credit Card,10-Apr-24,,,,,,,,,,,
INV-65865,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-30663,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-30621,Check,26-Apr-24,,,,,,,,,,,
INV-36849,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-58949,Credit Card,18-Apr-24,,,,,,,,,,,
INV-82916,Check,15-Apr-24,,,,,,,,,,,
INV-49514,Credit Card,20-Apr-24,,,,,,,,,,,
INV-23768,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-95735,Check,17-Apr-24,,,,,,,,,,,
INV-81826,Credit Card,10-Apr-24,,,,,,,,,,,
INV-89863,Credit Card,6-May-24,,,,,,,,,,,
INV-66973,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-76411,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-23177,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-68975,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-57616,Credit Card,4-May-24,,,,,,,,,,,
INV-81406,Credit Card,22-Apr-24,,,,,,,,,,,
INV-52874,Credit Card,9-Apr-24,,,,,,,,,,,
INV-95223,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-90793,Credit Card,11-Apr-24,,,,,,,,,,,
INV-23814,Credit Card,29-Apr-24,,,,,,,,,,,
INV-11395,Credit Card,22-Apr-24,,,,,,,,,,,
INV-29210,Credit Card,28-Apr-24,,,,,,,,,,,
INV-35694,Credit Card,15-Apr-24,,,,,,,,,,,
INV-55009,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-36235,ACH Transfer,5-May-24,,,,,,,,,,,
INV-14345,Check,24-Apr-24,,,,,,,,,,,
INV-34359,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-17304,Credit Card,13-Apr-24,,,,,,,,,,,
INV-70568,Credit Card,20-Apr-24,,,,,,,,,,,
INV-20454,Credit Card,29-Apr-24,,,,,,,,,,,
INV-39671,Check,25-Apr-24,,,,,,,,,,,
INV-76628,Credit Card,14-Apr-24,,,,,,,,,,,
INV-41356,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-86289,Check,7-Apr-24,,,,,,,,,,,
INV-89580,Check,29-Apr-24,,,,,,,,,,,
INV-45953,Credit Card,2-May-24,,,,,,,,,,,
INV-48340,Credit Card,23-Apr-24,,,,,,,,,,,
INV-21470,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-58161,Wire Transfer,1-May-24,,,,,,,,,,,
INV-80710,Wire Transfer,4-May-24,,,,,,,,,,,
INV-82034,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-98614,Check,4-May-24,,,,,,,,,,,
INV-94949,Credit Card,14-Apr-24,,,,,,,,,,,
INV-90020,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-27099,ACH Transfer,6-May-24,,,,,,,,,,,
INV-61421,Check,2-May-24,,,,,,,,,,,
INV-46033,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-33595,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-17482,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-77740,Check,20-Apr-24,,,,,,,,,,,
INV-76877,Check,29-Apr-24,,,,,,,,,,,
INV-72723,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-59568,Credit Card,14-Apr-24,,,,,,,,,,,
INV-80383,Check,16-Apr-24,,,,,,,,,,,
INV-83909,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-90526,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-83967,Check,2-May-24,,,,,,,,,,,
INV-11456,Credit Card,13-Apr-24,,,,,,,,,,,
INV-66509,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-56877,Credit Card,20-Apr-24,,,,,,,,,,,
INV-27529,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-12433,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-98223,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-79470,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-33055,Check,9-Apr-24,,,,,,,,,,,
INV-45384,Check,3-May-24,,,,,,,,,,,
INV-56082,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-19115,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-82456,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-43529,Credit Card,30-Apr-24,,,,,,,,,,,
INV-18579,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-35589,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-32666,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-67143,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-47267,Check,28-Apr-24,,,,,,,,,,,
INV-32734,Credit Card,11-Apr-24,,,,,,,,,,,
INV-46409,Check,8-Apr-24,,,,,,,,,,,
INV-97997,ACH Transfer,2-May-24,,,,,,,,,,,
INV-44620,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-74350,Check,1-May-24,,,,,,,,,,,
INV-71681,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-83153,Wire Transfer,6-May-24,,,,,,,,,,,
INV-89439,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-47657,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-80469,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-59251,Credit Card,5-May-24,,,,,,,,,,,
INV-86392,Check,29-Apr-24,,,,,,,,,,,
INV-67732,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-92314,Credit Card,25-Apr-24,,,,,,,,,,,
INV-32331,ACH Transfer,4-May-24,,,,,,,,,,,
INV-16074,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-50567,Credit Card,16-Apr-24,,,,,,,,,,,
INV-27488,Check,2-May-24,,,,,,,,,,,
INV-17148,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-85244,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-40752,Check,15-Apr-24,,,,,,,,,,,
INV-81374,Check,5-May-24,,,,,,,,,,,
INV-21619,Check,29-Apr-24,,,,,,,,,,,
INV-41139,Check,18-Apr-24,,,,,,,,,,,
INV-10870,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-51984,Credit Card,25-Apr-24,,,,,,,,,,,
INV-48869,Check,27-Apr-24,,,,,,,,,,,
INV-11031,Credit Card,3-May-24,,,,,,,,,,,
INV-14080,Credit Card,5-May-24,,,,,,,,,,,
INV-35166,Check,27-Apr-24,,,,,,,,,,,
INV-45629,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-38140,Check,17-Apr-24,,,,,,,,,,,
INV-93283,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-30762,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-25676,Wire Transfer,5-May-24,,,,,,,,,,,
INV-55954,Credit Card,11-Apr-24,,,,,,,,,,,
INV-40482,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-79895,Check,16-Apr-24,,,,,,,,,,,
INV-85487,Check,15-Apr-24,,,,,,,,,,,
INV-29865,Check,8-Apr-24,,,,,,,,,,,
INV-91952,Check,30-Apr-24,,,,,,,,,,,
INV-61937,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-76375,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-87481,Check,3-May-24,,,,,,,,,,,
INV-92908,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-48901,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-55433,Credit Card,10-Apr-24,,,,,,,,,,,
INV-30582,Credit Card,10-Apr-24,,,,,,,,,,,
INV-26766,Credit Card,27-Apr-24,,,,,,,,,,,
INV-38332,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-15137,Check,2-May-24,,,,,,,,,,,
INV-19501,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-27666,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-37140,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-77073,Credit Card,18-Apr-24,,,,,,,,,,,
INV-90325,Credit Card,25-Apr-24,,,,,,,,,,,
INV-78307,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-83464,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-31583,Check,27-Apr-24,,,,,,,,,,,
INV-72470,Check,11-Apr-24,,,,,,,,,,,
INV-60564,ACH Transfer,1-May-24,,,,,,,,,,,
INV-48079,Check,10-Apr-24,,,,,,,,,,,
INV-38259,Credit Card,2-May-24,,,,,,,,,,,
INV-84732,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-24162,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-62048,Check,21-Apr-24,,,,,,,,,,,
INV-59396,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-31990,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-53520,Wire Transfer,5-May-24,,,,,,,,,,,
INV-41099,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-27732,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-75541,Credit Card,9-Apr-24,,,,,,,,,,,
INV-48639,Credit Card,4-May-24,,,,,,,,,,,
INV-76098,ACH Transfer,2-May-24,,,,,,,,,,,
INV-97062,Credit Card,14-Apr-24,,,,,,,,,,,
INV-61990,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-50849,Credit Card,14-Apr-24,,,,,,,,,,,
INV-69444,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-18380,Check,30-Apr-24,,,,,,,,,,,
INV-75055,Check,11-Apr-24,,,,,,,,,,,
INV-90647,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-97781,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-92044,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-17969,Check,22-Apr-24,,,,,,,,,,,
INV-91327,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-26201,Credit Card,29-Apr-24,,,,,,,,,,,
INV-97719,Credit Card,28-Apr-24,,,,,,,,,,,
INV-21680,Credit Card,4-May-24,,,,,,,,,,,
INV-71772,Check,14-Apr-24,,,,,,,,,,,
INV-20379,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-43922,Credit Card,15-Apr-24,,,,,,,,,,,
INV-54204,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-51251,Credit Card,12-Apr-24,,,,,,,,,,,
INV-48963,Credit Card,3-May-24,,,,,,,,,,,
INV-19188,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-97150,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-39966,Credit Card,26-Apr-24,,,,,,,,,,,
INV-73626,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-84741,Check,22-Apr-24,,,,,,,,,,,
INV-29764,Credit Card,3-May-24,,,,,,,,,,,
INV-89134,Check,25-Apr-24,,,,,,,,,,,
INV-47119,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-35832,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-99015,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-87763,Wire Transfer,6-May-24,,,,,,,,,,,
INV-10751,Credit Card,11-Apr-24,,,,,,,,,,,
INV-86083,Credit Card,1-May-24,,,,,,,,,,,
INV-48619,Check,4-May-24,,,,,,,,,,,
INV-82298,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-72182,Check,4-May-24,,,,,,,,,,,
INV-36387,Check,12-Apr-24,,,,,,,,,,,
INV-47956,Credit Card,1-May-24,,,,,,,,,,,
INV-11002,Credit Card,2-May-24,,,,,,,,,,,
INV-43014,Credit Card,16-Apr-24,,,,,,,,,,,
INV-17368,Wire Transfer,4-May-24,,,,,,,,,,,
